code,jurisdiction,includes_jails,year,prisoner_count,crime_reporting_change,crimes_estimated,state_population,violent_crime_total,murder_manslaughter,rape_legacy,rape_revised,robbery,agg_assault,property_crime_total,burglary,larceny,vehicle_theft,murder_manslaughter_per_capita_per_one_hundred_thousand,rape_legacy_per_capita_per_one_hundred_thousand,robbery_per_capita_per_one_hundred_thousand,agg_assault_per_capita_per_one_hundred_thousand,burglary_per_capita_per_one_hundred_thousand,larceny_per_capita_per_one_hundred_thousand,vehicle_theft_per_capita_per_one_hundred_thousand,prisoners_per_capita_per_one_hundred_thousand,total_crime,total_crime_per_capita_per_one_hundred_thousand
NJ,NEW JERSEY,FALSE,2003,25718,FALSE,FALSE,8642412,31488,406,1288,,13342,16452,220350,43457,142287,34606,4.7,14.9,154.38,190.36,502.83,1646.38,400.42,297.58,251838,2913.98
NM,NEW MEXICO,FALSE,2003,6223,FALSE,FALSE,1878562,12535,116,940,,1937,9542,76816,18997,50595,7224,6.17,50.04,103.11,507.94,1011.25,2693.28,384.55,331.26,89351,4756.35
NY,NEW YORK,FALSE,2003,65388,FALSE,FALSE,19212425,89486,934,3775,,35790,48987,432079,75453,311422,45204,4.86,19.65,186.29,254.98,392.73,1620.94,235.29,340.34,521565,2714.73
NC,NORTH CAROLINA,FALSE,2003,33874,FALSE,FALSE,8421190,38243,506,2139,,12229,23369,359660,100687,232081,26892,6.01,25.4,145.22,277.5,1195.64,2755.92,319.34,402.25,397903,4725.02
ND,NORTH DAKOTA,FALSE,2003,1100,FALSE,FALSE,633400,508,9,160,,53,286,13364,1959,10327,1078,1.42,25.26,8.37,45.15,309.28,1630.41,170.19,173.67,13872,2190.09
OH,OHIO,FALSE,2003,44350,FALSE,FALSE,11437680,38185,526,4660,,16895,16104,417483,95083,281383,41017,4.6,40.74,147.71,140.8,831.31,2460.14,358.61,387.75,455668,3983.92
OK,OKLAHOMA,FALSE,2003,22688,FALSE,FALSE,3506469,17758,206,1501,,3224,12827,151208,34846,103404,12958,5.87,42.81,91.94,365.81,993.76,2948.95,369.55,647.03,168966,4818.69
OR,OREGON,FALSE,2003,12207,FALSE,FALSE,3564330,10506,68,1218,,2847,6373,169863,28562,122327,18974,1.91,34.17,79.87,178.8,801.33,3431.98,532.33,342.48,180369,5060.39
PA,PENNSYLVANIA,FALSE,2003,40879,FALSE,FALSE,12370761,49210,647,3556,,17980,27027,300639,53918,213279,33442,5.23,28.75,145.34,218.47,435.85,1724.06,270.33,330.45,349849,2828.03
RI,RHODE ISLAND,TRUE,2003,3576,FALSE,FALSE,1076084,3074,25,505,,830,1714,32231,5524,22320,4387,2.32,46.93,77.13,159.28,513.34,2074.19,407.68,332.32,35305,3280.88
SC,SOUTH CAROLINA,FALSE,2003,22942,FALSE,FALSE,4148744,33455,303,1952,,5801,25399,187592,43993,127809,15790,7.3,47.05,139.83,612.21,1060.39,3080.67,380.6,552.99,221047,5328.05
SD,SOUTH DAKOTA,FALSE,2003,3019,FALSE,FALSE,764905,1329,10,356,,104,859,15324,2878,11572,874,1.31,46.54,13.6,112.3,376.26,1512.87,114.26,394.69,16653,2177.13
TN,TENNESSEE,FALSE,2003,19141,FALSE,FALSE,5845208,40409,396,2129,,9413,28471,256565,63323,166769,26473,6.77,36.42,161.04,487.08,1083.33,2853.09,452.9,327.46,296974,5080.64
TX,TEXAS,FALSE,2003,153056,FALSE,FALSE,22103374,122246,1422,8025,,37017,75782,1016735,219877,698644,98214,6.43,36.31,167.47,342.85,994.77,3160.8,444.34,692.46,1138981,5152.97
UT,UTAH,FALSE,2003,4623,FALSE,FALSE,2352119,5889,60,919,,1258,3652,100084,16961,75321,7802,2.55,39.07,53.48,155.26,721.09,3202.26,331.7,196.55,105973,4505.43
VT,VERMONT,TRUE,2003,1491,FALSE,FALSE,619343,707,15,126,,62,504,13803,3017,10132,654,2.42,20.34,10.01,81.38,487.13,1635.93,105.6,240.74,14510,2342.81
VA,VIRGINIA,FALSE,2003,30915,FALSE,FALSE,7365284,20490,416,1807,,6713,11554,200449,29105,153367,17977,5.65,24.53,91.14,156.87,395.16,2082.3,244.08,419.74,220939,2999.73
WA,WASHINGTON,FALSE,2003,16227,FALSE,FALSE,6131298,21272,182,2863,,5718,12509,291542,58271,192653,40618,2.97,46.69,93.26,204.02,950.39,3142.12,662.47,264.66,312814,5101.92
WV,WEST VIRGINIA,FALSE,2003,3790,FALSE,FALSE,1811440,4627,73,311,,701,3542,42370,10498,28409,3463,4.03,17.17,38.7,195.54,579.54,1568.31,191.17,209.23,46997,2594.46
WI,WISCONSIN,FALSE,2003,22153,FALSE,FALSE,5474290,12104,183,1202,,4397,6322,157684,26546,118775,12363,3.34,21.96,80.32,115.49,484.92,2169.69,225.84,404.67,169788,3101.55
WY,WYOMING,FALSE,2003,1630,FALSE,FALSE,502111,1314,14,136,,84,1080,16648,2611,13239,798,2.79,27.09,16.73,215.09,520,2636.67,158.93,324.63,17962,3577.3
FED,FEDERAL,FALSE,2004,177600,,,293102603,1352498,15950,94867,0,398268,843413,10292490,2140500,6922547,1229443,5.44,32.37,135.88,287.75,730.29,2361.82,419.46,60.59,11644988,3973.01
AL,ALABAMA,FALSE,2004,25635,FALSE,FALSE,4525375,19324,254,1742,,6042,11286,182340,44666,123650,14024,5.61,38.49,133.51,249.39,987.01,2732.37,309.9,566.47,201664,4456.29
AK,ALASKA,TRUE,2004,4534,FALSE,FALSE,657755,4159,37,558,,447,3117,22172,3773,16159,2240,5.63,84.83,67.96,473.88,573.62,2456.69,340.55,689.31,26331,4003.16
AZ,ARIZONA,FALSE,2004,32384,FALSE,FALSE,5739879,28952,414,1896,,7721,18921,291203,56885,179012,55306,7.21,33.03,134.52,329.64,991.05,3118.74,963.54,564.19,320155,5577.73
AR,ARKANSAS,FALSE,2004,12577,FALSE,FALSE,2750000,13814,176,1183,,2372,10083,110911,30151,74242,6518,6.4,43.02,86.25,366.65,1096.4,2699.71,237.02,457.35,124725,4535.45
CA,CALIFORNIA,FALSE,2004,163939,FALSE,FALSE,35842038,189175,2392,9615,,61768,115400,1227194,245903,728687,252604,6.67,26.83,172.33,321.97,686.07,2033.05,704.77,457.39,1416369,3951.7
CO,COLORADO,FALSE,2004,19655,FALSE,FALSE,4601821,17121,201,1945,,3739,11236,180322,33010,123308,24004,4.37,42.27,81.25,244.16,717.32,2679.55,521.62,427.11,197443,4290.54
CT,CONNECTICUT,TRUE,2004,17993,FALSE,FALSE,3498966,10113,100,755,,4188,5070,93942,15959,66770,11213,2.86,21.58,119.69,144.9,456.11,1908.28,320.47,514.24,104055,2973.88
DE,DELAWARE,TRUE,2004,6753,FALSE,FALSE,830069,5105,28,357,,1343,3377,27256,5669,19285,2302,3.37,43.01,161.79,406.83,682.96,2323.3,277.33,813.55,32361,3898.59
FL,FLORIDA,FALSE,2004,83165,FALSE,FALSE,17385430,123754,946,6612,,29997,86199,727141,166332,482484,78325,5.44,38.03,172.54,495.81,956.73,2775.22,450.52,478.36,850895,4894.3
GA,GEORGIA,FALSE,2004,51104,FALSE,FALSE,8918129,40217,613,2387,,13656,23561,376656,82992,249426,44238,6.87,26.77,153.13,264.19,930.6,2796.84,496.05,573.03,416873,4674.44
HI,HAWAII,TRUE,2004,5555,FALSE,FALSE,1262124,3213,33,333,,944,1903,60525,10827,41078,8620,2.61,26.38,74.79,150.78,857.84,3254.67,682.98,440.13,63738,5050.06
ID,IDAHO,FALSE,2004,5758,FALSE,FALSE,1395140,3452,31,594,,241,2586,38799,7671,28389,2739,2.22,42.58,17.27,185.36,549.84,2034.85,196.32,412.72,42251,3028.44
IL,ILLINOIS,FALSE,2004,44054,FALSE,TRUE,12712016,69365,780,4220,,22582,41783,403486,76088,287025,40373,6.14,33.2,177.64,328.69,598.55,2257.9,317.6,346.55,472851,3719.72
IN,INDIANA,FALSE,2004,21984,FALSE,FALSE,6226537,20294,316,1803,,6373,11802,211929,42168,148670,21091,5.08,28.96,102.35,189.54,677.23,2387.68,338.73,353.07,232223,3729.57
IA,IOWA,FALSE,2004,8525,FALSE,FALSE,2952904,8499,44,782,,1160,6513,85775,17928,62214,5633,1.49,26.48,39.28,220.56,607.13,2106.88,190.76,288.7,94274,3192.59
KS,KANSAS,FALSE,2004,8991,FALSE,FALSE,2733697,10330,122,1142,,1812,7254,109771,20146,81115,8510,4.46,41.77,66.28,265.35,736.95,2967.23,311.3,328.9,120101,4393.35
KY,KENTUCKY,FALSE,2004,13322,FALSE,FALSE,4141835,10152,236,1238,,3268,5410,105209,25902,70535,8772,5.7,29.89,78.9,130.62,625.37,1702.99,211.79,321.64,115361,2785.26
LA,LOUISIANA,FALSE,2004,19470,FALSE,FALSE,4506685,28844,574,1616,,6564,20090,199153,45359,134080,19714,12.74,35.86,145.65,445.78,1006.48,2975.14,437.44,432.02,227997,5059.08
ME,MAINE,FALSE,2004,2013,FALSE,FALSE,1314985,1364,18,315,,289,742,31740,6341,24096,1303,1.37,23.95,21.98,56.43,482.21,1832.42,99.09,153.08,33104,2517.44
MD,MARYLAND,FALSE,2004,23289,FALSE,FALSE,5561332,38961,521,1317,,12772,24351,202474,36704,129888,35882,9.37,23.68,229.66,437.86,659.99,2335.56,645.21,418.77,241435,4341.32
MA,MASSACHUSETTS,FALSE,2004,9825,FALSE,FALSE,6407382,29489,171,1794,,7484,20040,158150,34497,101605,22048,2.67,28,116.8,312.76,538.39,1585.75,344.1,153.34,187639,2928.48
MI,MICHIGAN,FALSE,2004,48831,FALSE,FALSE,10104206,49737,643,5482,,11336,32276,309805,64233,194988,50584,6.36,54.25,112.19,319.43,635.71,1929.77,500.62,483.27,359542,3558.34
MN,MINNESOTA,FALSE,2004,7983,FALSE,FALSE,5096546,13751,113,2123,,4070,7445,155019,28048,113453,13518,2.22,41.66,79.86,146.08,550.33,2226.08,265.24,156.64,168770,3311.46
MS,MISSISSIPPI,FALSE,2004,16359,FALSE,FALSE,2900768,8568,227,1161,,2503,4677,100980,27661,65440,7879,7.83,40.02,86.29,161.23,953.58,2255.95,271.62,563.95,109548,3776.52
MO,MISSOURI,FALSE,2004,30682,FALSE,FALSE,5759532,28226,354,1479,,6630,19763,224629,40472,158264,25893,6.15,25.68,115.11,343.14,702.7,2747.86,449.57,532.72,252855,4390.2
MT,MONTANA,FALSE,2004,2703,FALSE,FALSE,926920,2723,30,273,,233,2187,27215,3515,22082,1618,3.24,29.45,25.14,235.94,379.21,2382.3,174.56,291.61,29938,3229.84
NE,NEBRASKA,FALSE,2004,4137,FALSE,FALSE,1747704,5393,40,620,,1138,3595,61512,9826,46399,5287,2.29,35.48,65.11,205.7,562.22,2654.85,302.51,236.71,66905,3828.17
NV,NEVADA,FALSE,2004,11033,FALSE,FALSE,2332898,14379,172,954,,4905,8348,98215,23142,52438,22635,7.37,40.89,210.25,357.84,991.99,2247.76,970.25,472.93,112594,4826.36
NH,NEW HAMPSHIRE,FALSE,2004,2443,FALSE,FALSE,1299169,2202,17,466,,500,1219,26658,4979,19723,1956,1.31,35.87,38.49,93.83,383.24,1518.12,150.56,188.04,28860,2221.42
NJ,NEW JERSEY,FALSE,2004,25435,FALSE,FALSE,8685166,30943,392,1331,,13076,16144,211313,41030,139977,30306,4.51,15.32,150.56,185.88,472.41,1611.68,348.94,292.86,242256,2789.31
NM,NEW MEXICO,FALSE,2004,6403,FALSE,FALSE,1903006,13081,169,1039,,2062,9811,79895,19924,52069,7902,8.88,54.6,108.35,515.55,1046.98,2736.14,415.24,336.47,92976,4885.74
NY,NEW YORK,FALSE,2004,64024,FALSE,FALSE,19280727,84914,889,3608,,33506,46911,422734,70696,311036,41002,4.61,18.71,173.78,243.31,366.67,1613.2,212.66,332.06,507648,2632.93
NC,NORTH CAROLINA,FALSE,2004,35544,FALSE,FALSE,8540468,38244,532,2339,,11782,23591,355328,101193,227147,26988,6.23,27.39,137.95,276.23,1184.86,2659.66,316,416.18,393572,4608.32
ND,NORTH DAKOTA,FALSE,2004,1130,FALSE,FALSE,636308,558,8,177,,43,330,12493,2040,9516,937,1.26,27.82,6.76,51.86,320.6,1495.5,147.26,177.59,13051,2051.05
OH,OHIO,FALSE,2004,44150,FALSE,FALSE,11450143,38787,506,4744,,17429,16108,419337,96518,282168,40651,4.42,41.43,152.22,140.68,842.94,2464.32,355.03,385.58,458124,4001.03
OK,OKLAHOMA,FALSE,2004,22621,FALSE,FALSE,3523546,17635,186,1557,,3090,12802,149472,35244,101271,12957,5.28,44.19,87.7,363.33,1000.24,2874.12,367.73,642,167107,4742.58
OR,OREGON,FALSE,2004,12652,FALSE,FALSE,3591363,10724,90,1283,,2751,6600,166475,30072,117868,18535,2.51,35.72,76.6,183.77,837.34,3281.99,516.1,352.29,177199,4934.03
PA,PENNSYLVANIA,FALSE,2004,40506,FALSE,FALSE,12394471,50998,650,3535,,18474,28339,299611,54443,214199,30969,5.24,28.52,149.05,228.64,439.25,1728.18,249.86,326.81,350609,2828.75
RI,RHODE ISLAND,TRUE,2004,3169,FALSE,FALSE,1079916,2673,26,320,,731,1596,31166,5465,21623,4078,2.41,29.63,67.69,147.79,506.06,2002.29,377.62,293.45,33839,3133.48
SC,SOUTH CAROLINA,FALSE,2004,22650,FALSE,FALSE,4197892,33160,286,1772,,5468,25634,190456,43739,130991,15726,6.81,42.21,130.26,610.64,1041.93,3120.4,374.62,539.56,223616,5326.86
SD,SOUTH DAKOTA,FALSE,2004,3053,FALSE,FALSE,770621,1319,17,336,,112,854,14885,3148,10890,847,2.21,43.6,14.53,110.82,408.5,1413.15,109.91,396.17,16204,2102.72
TN,TENNESSEE,FALSE,2004,19331,FALSE,FALSE,5893298,41113,357,2282,,8863,29611,254991,60386,169828,24777,6.06,38.72,150.39,502.45,1024.66,2881.71,420.43,328.02,296104,5024.42
TX,TEXAS,FALSE,2004,156682,FALSE,FALSE,22471549,121554,1364,8388,,35817,75985,1010702,220118,696507,94077,6.07,37.33,159.39,338.14,979.54,3099.51,418.65,697.25,1132256,5038.62
UT,UTAH,FALSE,2004,4720,FALSE,FALSE,2420708,5647,46,967,,1236,3398,97762,15225,74889,7648,1.9,39.95,51.06,140.37,628.95,3093.68,315.94,194.98,103409,4271.85
VT,VERMONT,TRUE,2004,1968,FALSE,FALSE,621233,713,16,160,,78,459,14559,3435,10537,587,2.58,25.76,12.56,73.89,552.93,1696.14,94.49,316.79,15272,2458.34
VA,VIRGINIA,FALSE,2004,31072,FALSE,FALSE,7481332,20608,390,1816,,6899,11503,200368,28759,154154,17455,5.21,24.27,92.22,153.76,384.41,2060.52,233.31,415.33,220976,2953.7
WA,WASHINGTON,FALSE,2004,16503,FALSE,FALSE,6207046,21330,190,2857,,5866,12417,300837,60632,196972,43233,3.06,46.03,94.51,200.05,976.83,3173.36,696.51,265.88,322167,5190.34
WV,WEST VIRGINIA,FALSE,2004,3990,FALSE,FALSE,1812548,5110,68,346,,774,3922,46326,10994,31566,3766,3.75,19.09,42.7,216.38,606.55,1741.53,207.77,220.13,51436,2837.77
WI,WISCONSIN,FALSE,2004,22152,FALSE,FALSE,5503533,11548,154,1136,,4067,6191,146710,23854,111482,11374,2.8,20.64,73.9,112.49,433.43,2025.64,206.67,402.51,158258,2875.57
WY,WYOMING,FALSE,2004,1765,FALSE,FALSE,505887,1163,11,112,,67,973,16889,2738,13352,799,2.17,22.14,13.24,192.34,541.23,2639.32,157.94,348.89,18052,3568.39
FED,FEDERAL,FALSE,2005,186364,,,295925012,1382713,16545,94181,0,413738,858249,10148621,2151871,6768611,1228139,5.59,31.83,139.81,290.02,727.17,2287.27,415.02,62.98,11531334,3896.71
AL,ALABAMA,FALSE,2005,24315,FALSE,FALSE,4548327,19678,374,1564,,6447,11293,177393,43473,120780,13140,8.22,34.39,141.74,248.29,955.8,2655.48,288.9,534.59,197071,4332.82
AK,ALASKA,TRUE,2005,4798,FALSE,FALSE,663253,4194,32,538,,537,3087,23975,4131,17249,2595,4.82,81.12,80.96,465.43,622.84,2600.67,391.25,723.4,28169,4247.1
AZ,ARIZONA,FALSE,2005,33345,FALSE,FALSE,5953007,30478,445,2006,,8579,19448,287345,56328,176112,54905,7.48,33.7,144.11,326.69,946.21,2958.37,922.31,560.14,317823,5338.86
AR,ARKANSAS,FALSE,2005,12455,FALSE,FALSE,2775708,14670,189,1202,,2532,10747,112914,30118,75510,7286,6.81,43.3,91.22,387.18,1085.06,2720.39,262.49,448.71,127584,4596.45
CA,CALIFORNIA,FALSE,2005,168035,FALSE,FALSE,36154147,190178,2503,9392,,63622,114661,1200531,250521,692467,257543,6.92,25.98,175.97,317.14,692.92,1915.32,712.35,464.77,1390709,3846.61
CO,COLORADO,FALSE,2005,21063,FALSE,FALSE,4663295,18498,173,2026,,3948,12351,188449,34746,127602,26101,3.71,43.45,84.66,264.86,745.1,2736.31,559.71,451.68,206947,4437.78
CT,CONNECTICUT,TRUE,2005,17928,FALSE,FALSE,3500701,9542,105,712,,3933,4792,90270,15245,64416,10609,3,20.34,112.35,136.89,435.48,1840.09,303.05,512.13,99812,2851.2
DE,DELAWARE,TRUE,2005,6788,FALSE,FALSE,841741,5332,37,377,,1306,3612,26245,5811,18085,2349,4.4,44.79,155.15,429.11,690.35,2148.52,279.06,806.42,31577,3751.39
FL,FLORIDA,FALSE,2005,86559,FALSE,FALSE,17768191,125957,883,6592,,30141,88341,712998,164783,472912,75303,4.97,37.1,169.63,497.19,927.4,2661.57,423.81,487.16,838955,4721.67
GA,GEORGIA,FALSE,2005,48749,FALSE,FALSE,9132553,40725,564,2143,,14041,23977,378534,84463,249594,44477,6.18,23.47,153.75,262.54,924.86,2733.01,487.02,533.79,419259,4590.82
HI,HAWAII,TRUE,2005,5739,FALSE,FALSE,1273278,3253,24,343,,1001,1885,61115,9792,42188,9135,1.88,26.94,78.62,148.04,769.04,3313.34,717.44,450.73,64368,5055.3
ID,IDAHO,FALSE,2005,6249,FALSE,FALSE,1429367,3670,35,577,,266,2792,38556,8066,27606,2884,2.45,40.37,18.61,195.33,564.31,1931.34,201.77,437.19,42226,2954.17
IL,ILLINOIS,FALSE,2005,44919,FALSE,TRUE,12765427,70496,770,4313,,23255,42158,394670,77635,277662,39373,6.03,33.79,182.17,330.25,608.17,2175.11,308.43,351.88,465166,3643.95
IN,INDIANA,FALSE,2005,22760,FALSE,FALSE,6266019,20302,356,1856,,6809,11281,216778,43756,151278,21744,5.68,29.62,108.67,180.03,698.31,2414.26,347.01,363.23,237080,3783.58
IA,IOWA,FALSE,2005,8737,FALSE,FALSE,2965524,8697,40,847,,1153,6657,84370,18147,60723,5500,1.35,28.56,38.88,224.48,611.93,2047.63,185.46,294.62,93067,3138.3
KS,KANSAS,FALSE,2005,9090,FALSE,FALSE,2748172,10701,101,1098,,1795,7707,104588,19028,76222,9338,3.68,39.95,65.32,280.44,692.39,2773.55,339.79,330.77,115289,4195.12
KY,KENTUCKY,FALSE,2005,14904,FALSE,FALSE,4172608,11134,190,1421,,3690,5833,105608,26458,70354,8796,4.55,34.06,88.43,139.79,634.09,1686.09,210.8,357.19,116742,2797.82
LA,LOUISIANA,FALSE,2005,19371,FALSE,FALSE,4507331,26889,450,1421,,5337,19681,166611,39382,112840,14389,9.98,31.53,118.41,436.64,873.73,2503.48,319.24,429.77,193500,4293.01
ME,MAINE,FALSE,2005,1970,FALSE,FALSE,1318220,1483,19,326,,323,815,31889,6323,24218,1348,1.44,24.73,24.5,61.83,479.66,1837.17,102.26,149.44,33372,2531.6
MD,MARYLAND,FALSE,2005,22553,FALSE,FALSE,5589599,39369,552,1266,,14378,23173,198483,35922,128491,34070,9.88,22.65,257.23,414.57,642.66,2298.75,609.52,403.48,237852,4255.26
MA,MASSACHUSETTS,FALSE,2005,10348,FALSE,FALSE,6433367,29644,178,1751,,7837,19878,151727,34728,98079,18920,2.77,27.22,121.82,308.98,539.81,1524.54,294.09,160.85,181371,2819.22
MI,MICHIGAN,FALSE,2005,49493,FALSE,FALSE,10100833,55936,629,5199,,13348,36760,312892,70527,194090,48275,6.23,51.47,132.15,363.93,698.23,1921.52,477.93,489.99,368828,3651.46
MN,MINNESOTA,FALSE,2005,8718,FALSE,FALSE,5126739,15243,115,2258,,4724,8146,158301,29716,114304,14281,2.24,44.04,92.14,158.89,579.63,2229.57,278.56,170.05,173544,3385.08
MS,MISSISSIPPI,FALSE,2005,16089,FALSE,FALSE,2908496,8131,214,1147,,2405,4365,95231,26866,60873,7492,7.36,39.44,82.69,150.08,923.71,2092.94,257.59,553.17,103362,3553.8
MO,MISSOURI,FALSE,2005,30415,FALSE,FALSE,5797703,30477,402,1625,,7196,21254,227809,42822,159288,25699,6.93,28.03,124.12,366.59,738.6,2747.43,443.26,524.6,258286,4454.97
MT,MONTANA,FALSE,2005,2822,FALSE,FALSE,934737,2634,18,301,,177,2138,29407,3642,23794,1971,1.93,32.2,18.94,228.73,389.63,2545.53,210.86,301.9,32041,3427.81
NE,NEBRASKA,FALSE,2005,4405,FALSE,FALSE,1758163,5052,44,581,,1040,3387,60348,9408,45359,5581,2.5,33.05,59.15,192.64,535.1,2579.91,317.43,250.55,65400,3719.79
NV,NEVADA,FALSE,2005,11662,FALSE,FALSE,2412301,14654,206,1016,,4702,8730,102424,23481,52012,26931,8.54,42.12,194.92,361.9,973.39,2156.12,1116.4,483.44,117078,4853.37
NH,NEW HAMPSHIRE,FALSE,2005,2423,FALSE,FALSE,1306819,1761,19,406,,365,971,24031,4192,18493,1346,1.45,31.07,27.93,74.3,320.78,1415.12,103,185.41,25792,1973.65
NJ,NEW JERSEY,FALSE,2005,25619,FALSE,FALSE,8703150,30919,417,1208,,13215,16079,203391,38980,136728,27683,4.79,13.88,151.84,184.75,447.88,1571.02,318.08,294.36,234310,2692.24
NM,NEW MEXICO,FALSE,2005,6571,FALSE,FALSE,1925985,12448,144,1041,,1893,9370,79575,20939,50707,7929,7.48,54.05,98.29,486.5,1087.18,2632.78,411.69,341.18,92023,4777.97
NY,NEW YORK,FALSE,2005,63032,FALSE,FALSE,19315721,85839,874,3636,,35179,46150,405990,68034,302220,35736,4.52,18.82,182.13,238.92,352.22,1564.63,185.01,326.32,491829,2546.26
NC,NORTH CAROLINA,FALSE,2005,36646,FALSE,FALSE,8672459,40650,585,2302,,12635,25128,353855,104298,221091,28466,6.75,26.54,145.69,289.74,1202.63,2549.35,328.23,422.56,394505,4548.94
ND,NORTH DAKOTA,FALSE,2005,1318,FALSE,FALSE,634605,706,12,180,,54,460,12848,2043,9732,1073,1.89,28.36,8.51,72.49,321.93,1533.55,169.08,207.69,13554,2135.82
OH,OHIO,FALSE,2005,45189,FALSE,FALSE,11470685,40162,590,4671,,18673,16228,420705,100183,279051,41471,5.14,40.72,162.79,141.47,873.38,2432.73,361.54,393.95,460867,4017.78
OK,OKLAHOMA,FALSE,2005,22907,FALSE,FALSE,3543442,18044,187,1481,,3230,13146,143406,35692,93814,13900,5.28,41.8,91.15,371,1007.27,2647.54,392.27,646.46,161450,4556.3
OR,OREGON,FALSE,2005,12887,FALSE,FALSE,3638871,10444,80,1266,,2478,6620,160199,27621,113316,19262,2.2,34.79,68.1,181.92,759.05,3114.04,529.34,354.15,170643,4689.45
PA,PENNSYLVANIA,FALSE,2005,41941,FALSE,FALSE,12405348,52761,756,3586,,19214,29205,300444,56134,214916,29394,6.09,28.91,154.88,235.42,452.5,1732.45,236.95,338.09,353205,2847.2
RI,RHODE ISLAND,TRUE,2005,3414,FALSE,FALSE,1073579,2710,34,323,,776,1577,29287,5319,19567,4401,3.17,30.09,72.28,146.89,495.45,1822.6,409.94,318,31997,2980.4
SC,SOUTH CAROLINA,FALSE,2005,22456,FALSE,FALSE,4246933,32590,314,1862,,5657,24757,185606,42741,126489,16376,7.39,43.84,133.2,582.94,1006.4,2978.36,385.6,528.76,218196,5137.73
SD,SOUTH DAKOTA,FALSE,2005,3346,FALSE,FALSE,774883,1387,18,377,,145,847,13694,2505,10350,839,2.32,48.65,18.71,109.31,323.27,1335.69,108.27,431.81,15081,1946.23
TN,TENNESSEE,FALSE,2005,19270,FALSE,FALSE,5955745,45104,431,2194,,10009,32470,256093,61508,169357,25228,7.24,36.84,168.06,545.19,1032.75,2843.59,423.59,323.55,301197,5057.25
TX,TEXAS,FALSE,2005,157081,FALSE,FALSE,22928508,121091,1407,8511,,35790,75383,990293,219828,677042,93423,6.14,37.12,156.09,328.77,958.75,2952.84,407.45,685.09,1111384,4847.17
UT,UTAH,FALSE,2005,5058,FALSE,FALSE,2490334,5612,56,920,,1095,3541,95546,14971,72082,8493,2.25,36.94,43.97,142.19,601.16,2894.47,341.04,203.11,101158,4062.03
VT,VERMONT,TRUE,2005,2078,FALSE,FALSE,622387,782,8,153,,76,545,14749,3185,10894,670,1.29,24.58,12.21,87.57,511.74,1750.36,107.65,333.88,15531,2495.39
VA,VIRGINIA,FALSE,2005,30722,FALSE,FALSE,7564327,21434,458,1763,,7495,11718,200404,29829,154584,15991,6.05,23.31,99.08,154.91,394.34,2043.59,211.4,406.14,221838,2932.69
WA,WASHINGTON,FALSE,2005,16781,FALSE,FALSE,6291899,21745,205,2811,,5788,12941,307661,60343,198031,49287,3.26,44.68,91.99,205.68,959.06,3147.4,783.34,266.71,329406,5235.4
WV,WEST VIRGINIA,FALSE,2005,4036,FALSE,FALSE,1814083,4968,82,335,,816,3735,47757,11334,32603,3820,4.52,18.47,44.98,205.89,624.78,1797.22,210.57,222.48,52725,2906.43
WI,WISCONSIN,FALSE,2005,21921,FALSE,FALSE,5527644,13367,206,1135,,4555,7471,147556,24448,110531,12577,3.73,20.53,82.4,135.16,442.29,1999.6,227.53,396.57,160923,2911.24
WY,WYOMING,FALSE,2005,2096,FALSE,FALSE,508798,1172,14,122,,78,958,16070,2426,12905,739,2.75,23.98,15.33,188.29,476.81,2536.37,145.24,411.95,17242,3388.77
FED,FEDERAL,FALSE,2006,190844,,,298816954,1426351,17140,94287,0,445417,869507,9992537,2191158,6610455,1190924,5.74,31.55,149.06,290.98,733.28,2212.21,398.55,63.87,11418888,3821.37
AL,ALABAMA,FALSE,2006,24103,FALSE,FALSE,4599030,19553,382,1646,,7062,10463,181249,44780,121451,15018,8.31,35.79,153.55,227.5,973.68,2640.8,326.55,524.09,200802,4366.18
AK,ALASKA,TRUE,2006,5052,FALSE,FALSE,670053,4610,36,512,,600,3462,23975,4155,17284,2536,5.37,76.41,89.55,516.68,620.1,2579.5,378.48,753.97,28585,4266.08
AZ,ARIZONA,FALSE,2006,35752,FALSE,FALSE,6166318,33456,533,2449,,9491,20983,294389,59418,178321,56650,8.64,39.72,153.92,340.28,963.59,2891.86,918.7,579.79,327845,5316.71
AR,ARKANSAS,FALSE,2006,12854,FALSE,FALSE,2810872,15538,205,1325,,2749,11259,112025,31864,72646,7515,7.29,47.14,97.8,400.55,1133.6,2584.46,267.35,457.3,127563,4538.2
CA,CALIFORNIA,FALSE,2006,172298,FALSE,FALSE,36457549,194483,2486,9235,,71142,111620,1159988,247230,669103,243655,6.82,25.33,195.14,306.16,678.13,1835.29,668.33,472.6,1354471,3715.2
CO,COLORADO,FALSE,2006,22051,FALSE,FALSE,4753377,18794,171,2158,,3824,12641,163439,32411,110372,20656,3.6,45.4,80.45,265.94,681.85,2321.97,434.55,463.9,182233,3833.76
CT,CONNECTICUT,TRUE,2006,18902,FALSE,FALSE,3504809,10505,137,696,,4460,5212,90638,15583,64765,10290,3.91,19.86,127.25,148.71,444.62,1847.89,293.6,539.32,101143,2885.83
DE,DELAWARE,TRUE,2006,7021,FALSE,FALSE,853476,5983,42,417,,1791,3733,29670,6337,20449,2884,4.92,48.86,209.85,437.39,742.49,2395.97,337.91,822.64,35653,4177.39
